ID,Income,Recency,Complain,Age,Family_Size,Marital_Status_Enc,Education_Enc,Customer_Tenure,Total_Spend,Total_Purchases,Avg_Spend_Per_Purchase,Web_Engagement,Store_Engagement,Catalog_Engagement,Web_Purchase_Ratio,Discount_Effect,Total_Campaigns_Accepted,Campaign_Acceptance_Rate,Response_Last_Campaign,MntWines_Ratio,MntFruits_Ratio,MntMeatProducts_Ratio,MntFishProducts_Ratio,MntSweetProducts_Ratio,MntGoldProds_Ratio,Purchase_Frequency_Monthly,Age_Group_Enc,Dominant_Category_Enc
5524,0.3406407202237935,0.30703926349227456,0,0.9853447295662141,-1.2645053004571831,4,2,1.5311849391061043,1.6794168065208526,1.3135442610892414,0.7686123527911887,1.409303937080072,-0.5507847897348009,2.5108902417547814,0.03820080136505339,-0.31295574980726004,-0.4390371310802406,-0.4390371310802407,1,-0.28804850705715773,0.08803578435836343,0.6962958164510751,0.4472555554722667,0.059579702327427056,-0.6036391455175143,1.117203799853336,1,5
2174,-0.29132040756368427,-0.38366417634974903,0,1.2357329535285873,1.3963607145959784,4,2,-1.1905445831804458,-0.9612754470850355,-1.185021791046354,-0.685023300671983,-1.1104093734576166,-1.1661254027053516,-0.5687196185467573,-0.6708620128851673,0.7067778717277894,-0.4390371310802406,-0.4390371310802407,0,-0.2236551936352125,-0.22321444661188503,-0.21551960380702748,0.03263180411349245,-0.22462011964228962,0.9363280888625616,-1.1574541698802328,1,5
4141,1.0626753307830832,-0.7980862402549632,0,0.3176427989998855,-1.2645053004571831,5,2,-0.2057733560258577,0.2826732937645306,1.0359258108519531,0.012939586121944258,1.409303937080072,1.2952370491768512,-0.22654074517991973,0.682803359774345,-0.5551424849218343,-0.4390371310802406,-0.4390371310802407,0,0.3962498787556444,0.24420150703533422,-0.6780808639582583,0.9180556412064352,-0.3876910730707896,-0.6063745289444225,1.0769300330782796,2,5
6182,-1.346803729181264,-0.7980862402549632,0,-1.2681492860951449,0.06592770706939767,5,2,-1.0618810057632635,-0.9180943158939959,-0.9074033408090657,-0.639653898254281,-0.7504503290950897,-0.5507847897348009,-0.9108984919135951,-0.5705905037992776,0.23939996185755832,-0.4390371310802406,-0.4390371310802407,0,-1.0988524108144204,0.46490644958567,1.0098398925681302,1.5039718733672145,0.09525039368211673,-0.23729813846075476,-0.8661777435575362,2,3
5324,0.348946127617982,1.550305455207917,0,-1.0177610621327717,0.06592770706939767,3,4,-0.9530118248718014,-0.30525441552885585,0.20307046014008784,-0.17558972495321504,0.3294268039924911,0.06455582323574982,0.11563812818691793,-0.06923295836982848,0.30616823469616283,-0.4390371310802406,-0.4390371310802407,0,-0.21250964858827928,0.9379932716720287,0.23784928376561798,0.4810835354283406,0.2158515393202539,-0.7768780623350244,0.3030990401581918,2,5
7446,0.5750675418339525,-1.143437960175975,0,0.15071731635830335,0.06592770706939767,5,3,-0.29979673952302943,0.18302452947751596,1.0359258108519531,-0.0523923533595466,0.689385848355018,1.2952370491768512,0.4578170015537556,-0.06923295836982848,-0.414929111960765,-0.4390371310802406,-0.4390371310802407,0,1.1726018348969878,0.16390161063444905,-0.8896708441689449,-0.9183562894285472,0.12885211460496188,-0.9236421511517555,1.08993660958856,2,5
965,0.2065217866260271,-0.5218048643181538,0,-0.18313364892486095,0.06592770706939767,2,2,1.1847829999059978,-0.026237875525214806,0.6194981354960204,-0.07621929599397267,1.049344892717545,0.3722261297210252,0.11563812818691793,0.05610642798753382,-0.03552822041904807,-0.4390371310802406,-0.4390371310802407,0,-0.26351468524373567,1.0861237578786553,0.22477906268709702,0.16963856335259986,0.5275983774606074,-0.6831065339521986,0.5002031269405699,2,5
6177,-0.9820088031191013,-0.5908752083023561,0,-1.351612027415936,0.06592770706939767,3,4,0.31382955277430186,-0.7254400382724343,-0.6297848905717773,-0.3719744239898394,-0.03053224037003586,-0.5507847897348009,-0.9108984919135951,-0.4452511174419152,0.005711006922442903,-0.4390371310802406,-0.4390371310802407,0,-0.03843583801543909,0.17307508080559877,0.646523643363022,-0.6904567758874075,-0.7333575421442933,0.1459035184574995,-0.6481365329959746,0,5
4855,-1.1482777008234037,-1.0398324441996714,0,-0.43352187288723415,0.06592770706939767,5,4,0.17032017796282922,-0.9297200050608143,-1.04621256592771,-0.6316688834287656,-0.3904912847325628,-1.1661254027053516,-0.9108984919135951,-0.5705905037992776,-0.13450236603862636,-0.4390371310802406,-0.4390371310802407,1,-0.6749578632417604,-0.8863127647658926,2.150244970275679,-0.08107329402740357,0.23606295661296944,-0.7040717912379542,-1.05722531073311,2,3
5899,-1.477777324623941,0.6523909834132863,0,1.5695839188117515,1.3963607145959784,5,4,-1.2152875788375963,-0.9247375668464636,-1.6014494664022867,0.23506818035901325,-1.1104093734576166,-1.7814660156759023,-0.9108984919135951,-0.7836674606067933,2.1089116013384825,1.0353904155760398,1.03539041557604,0,0.49460106401985177,-0.8863127647658926,-1.0035886456015302,-0.6563493656975771,-0.49646342761332296,1.3317250814736625,-1.6029189200188887,1,5
